household_id,sample_type,Target,Well,Cq,Cq_sd,Result,detect
HH034,effluent,Hepatitis E,E1,NA,NA,Negative,0
HH034,effluent,Listeria monocytogenes,E2,29.11,0.96,Positive,1
HH034,effluent,MS2,E3,NA,NA,Negative,0
HH034,effluent,Necator,E4,22.11,0.97,Positive,1
HH034,effluent,No Template Control,E5,NA,NA,Negative,0
HH034,effluent,Norovirus GI,E6,NA,NA,Negative,0
HH034,effluent,Norovirus GII,F1,NA,NA,Negative,0
HH034,effluent,Rotavirus A,F2,25.04,0.9,Positive,1
HH034,effluent,STEC,F3,33.05,0.38,Positive,1
HH034,effluent,Salmonella,F4,27.63,0.7,Positive,1
HH034,effluent,Sapovirus,F5,NA,NA,Negative,0
HH034,effluent,Shigella,F6,27.25,0.57,Positive,1
HH034,effluent,Sketa22,G1,NA,NA,Equivocal,0
HH034,effluent,Spiked_Extraction_Control,G2,NA,NA,Negative,0
HH034,effluent,Strongyloides,G3,27.3,0.56,Positive,1
HH034,effluent,Trichuris,G4,NA,NA,Negative,0
HH034,effluent,Vibrio cholerae,G5,26.17,0.64,Positive,1
HH034,effluent,Yersinia enterocolitica,G6,NA,NA,Negative,0
HH034,effluent,blaCTX-M,H1,NA,NA,Negative,0
HH034,effluent,blaNDM,H2,28.78,0.65,Positive,1
HH034,effluent,mecA,H3,NA,NA,Equivocal,0
HH034,effluent,qnrS,H4,30.5,0.72,Positive,1
HH034,effluent,sul1,H5,NA,NA,Negative,0
HH034,effluent,tetA,H6,NA,NA,Negative,0
HH034,produce,Adenovirus 40/41,A1,NA,NA,Negative,0
HH034,produce,Aeromonas,A2,NA,NA,Negative,0
HH034,produce,Ancylostoma,A3,NA,NA,Negative,0
HH034,produce,Ascaris,A4,NA,NA,Negative,0
HH034,produce,Astrovirus,A5,NA,NA,Negative,0
HH034,produce,BacHum,A6,NA,NA,Negative,0
HH034,produce,Bacteroides fragilis,B1,NA,NA,Negative,0
HH034,produce,Blastocystis,B2,34.41,0.43,Positive,1
HH034,produce,Campylobacter,B3,NA,NA,Equivocal,0
HH034,produce,Clostridium difficile,B4,NA,NA,Equivocal,0
HH034,produce,CrAssphage,B5,NA,NA,Negative,0
HH034,produce,Cryptosporidium,B6,NA,NA,Negative,0
HH034,produce,Cyclospora,C1,NA,NA,Negative,0
HH034,produce,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH034,produce,E. coli O157,C3,NA,NA,Equivocal,0
HH034,produce,EAEC,C4,32.1,0.14,Positive,1
HH034,produce,EPEC,C5,22.11,0.58,Positive,1
HH034,produce,ETEC,C6,NA,NA,Negative,0
HH034,produce,Entamoeba histolytica,D1,NA,NA,Equivocal,0
HH034,produce,Enterovirus,D2,NA,NA,Negative,0
HH034,produce,Giardia,D3,27.84,0.98,Positive,1
HH034,produce,HF183,D4,NA,NA,Negative,0
HH034,produce,Helicobacter pylori,D5,NA,NA,Negative,0
HH034,produce,Hepatitis A,D6,34.69,0.42,Positive,1
HH034,produce,Hepatitis E,E1,NA,NA,Negative,0
HH034,produce,Listeria monocytogenes,E2,27,0.62,Positive,1
HH034,produce,MS2,E3,NA,NA,Equivocal,0
HH034,produce,Necator,E4,NA,NA,Negative,0
HH034,produce,No Template Control,E5,NA,NA,Equivocal,0
HH034,produce,Norovirus GI,E6,NA,NA,Negative,0
HH034,produce,Norovirus GII,F1,NA,NA,Negative,0
HH034,produce,Rotavirus A,F2,22.3,0.11,Positive,1
HH034,produce,STEC,F3,31.93,0.76,Positive,1
HH034,produce,Salmonella,F4,NA,NA,Negative,0
HH034,produce,Sapovirus,F5,31.61,0.81,Positive,1
HH034,produce,Shigella,F6,NA,NA,Equivocal,0
HH034,produce,Sketa22,G1,NA,NA,Negative,0
HH034,produce,Spiked_Extraction_Control,G2,34.56,0.33,Positive,1
HH034,produce,Strongyloides,G3,NA,NA,Negative,0
HH034,produce,Trichuris,G4,NA,NA,Negative,0
HH034,produce,Vibrio cholerae,G5,25.83,0.18,Positive,1
HH034,produce,Yersinia enterocolitica,G6,NA,NA,Negative,0
HH034,produce,blaCTX-M,H1,NA,NA,Negative,0
HH034,produce,blaNDM,H2,NA,NA,Equivocal,0
HH034,produce,mecA,H3,34.94,0.67,Positive,1
HH034,produce,qnrS,H4,34.98,0.37,Positive,1
HH034,produce,sul1,H5,NA,NA,Negative,0
HH034,produce,tetA,H6,NA,NA,Negative,0
HH035,compost,Adenovirus 40/41,A1,NA,NA,Negative,0
HH035,compost,Aeromonas,A2,25.08,0.38,Positive,1
HH035,compost,Ancylostoma,A3,NA,NA,Negative,0
HH035,compost,Ascaris,A4,32.14,0.29,Positive,1
HH035,compost,Astrovirus,A5,NA,NA,Negative,0
HH035,compost,BacHum,A6,NA,NA,Negative,0
HH035,compost,Bacteroides fragilis,B1,NA,NA,Negative,0
HH035,compost,Blastocystis,B2,34.84,0.29,Positive,1
HH035,compost,Campylobacter,B3,NA,NA,Negative,0
HH035,compost,Clostridium difficile,B4,NA,NA,Negative,0
HH035,compost,CrAssphage,B5,NA,NA,Negative,0
HH035,compost,Cryptosporidium,B6,NA,NA,Negative,0
HH035,compost,Cyclospora,C1,NA,NA,Negative,0
HH035,compost,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH035,compost,E. coli O157,C3,NA,NA,Negative,0
HH035,compost,EAEC,C4,NA,NA,Equivocal,0
HH035,compost,EPEC,C5,NA,NA,Negative,0
HH035,compost,ETEC,C6,NA,NA,Negative,0
HH035,compost,Entamoeba histolytica,D1,NA,NA,Equivocal,0
HH035,compost,Enterovirus,D2,NA,NA,Negative,0
HH035,compost,Giardia,D3,NA,NA,Negative,0
HH035,compost,HF183,D4,NA,NA,Negative,0
HH035,compost,Helicobacter pylori,D5,NA,NA,Equivocal,0
HH035,compost,Hepatitis A,D6,NA,NA,Equivocal,0
HH035,compost,Hepatitis E,E1,NA,NA,Negative,0
HH035,compost,Listeria monocytogenes,E2,26.24,0.74,Positive,1
HH035,compost,MS2,E3,NA,NA,Negative,0
HH035,compost,Necator,E4,NA,NA,Negative,0
HH035,compost,No Template Control,E5,NA,NA,Negative,0
HH035,compost,Norovirus GI,E6,29.09,0.21,Positive,1
HH035,compost,Norovirus GII,F1,NA,NA,Equivocal,0
HH035,compost,Rotavirus A,F2,NA,NA,Negative,0
HH035,compost,STEC,F3,NA,NA,Negative,0
HH035,compost,Salmonella,F4,NA,NA,Negative,0
HH035,compost,Sapovirus,F5,NA,NA,Negative,0
HH035,compost,Shigella,F6,22.46,0.72,Positive,1
HH035,compost,Sketa22,G1,NA,NA,Negative,0
HH035,compost,Spiked_Extraction_Control,G2,NA,NA,Negative,0
HH035,compost,Strongyloides,G3,NA,NA,Negative,0
HH035,compost,Trichuris,G4,NA,NA,Negative,0
HH035,compost,Vibrio cholerae,G5,32.77,0.65,Positive,1
HH035,compost,Yersinia enterocolitica,G6,NA,NA,Negative,0
HH035,compost,blaCTX-M,H1,NA,NA,Negative,0
HH035,compost,blaNDM,H2,NA,NA,Negative,0
HH035,compost,mecA,H3,NA,NA,Negative,0
HH035,compost,qnrS,H4,NA,NA,Negative,0
HH035,compost,sul1,H5,NA,NA,Negative,0
HH035,compost,tetA,H6,NA,NA,Negative,0
HH035,effluent,Adenovirus 40/41,A1,NA,NA,Negative,0
HH035,effluent,Aeromonas,A2,30.99,0.12,Positive,1
HH035,effluent,Ancylostoma,A3,NA,NA,Equivocal,0
HH035,effluent,Ascaris,A4,NA,NA,Equivocal,0
HH035,effluent,Astrovirus,A5,NA,NA,Negative,0
HH035,effluent,BacHum,A6,NA,NA,Negative,0
HH035,effluent,Bacteroides fragilis,B1,23.68,0.55,Positive,1
HH035,effluent,Blastocystis,B2,NA,NA,Negative,0
HH035,effluent,Campylobacter,B3,30.54,0.98,Positive,1
HH035,effluent,Clostridium difficile,B4,NA,NA,Negative,0
HH035,effluent,CrAssphage,B5,NA,NA,Negative,0
HH035,effluent,Cryptosporidium,B6,NA,NA,Negative,0
HH035,effluent,Cyclospora,C1,24.95,0.75,Positive,1
HH035,effluent,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH035,effluent,E. coli O157,C3,NA,NA,Negative,0
HH035,effluent,EAEC,C4,NA,NA,Negative,0
HH035,effluent,EPEC,C5,23.97,0.93,Positive,1
HH035,effluent,ETEC,C6,NA,NA,Negative,0
HH035,effluent,Entamoeba histolytica,D1,27.74,0.13,Positive,1
HH035,effluent,Enterovirus,D2,23.68,0.14,Positive,1
HH035,effluent,Giardia,D3,NA,NA,Negative,0
HH035,effluent,HF183,D4,NA,NA,Negative,0
HH035,effluent,Helicobacter pylori,D5,NA,NA,Negative,0
HH035,effluent,Hepatitis A,D6,31.09,0.43,Positive,1
HH035,effluent,Hepatitis E,E1,29.45,0.31,Positive,1
HH035,effluent,Listeria monocytogenes,E2,NA,NA,Negative,0
HH035,effluent,MS2,E3,NA,NA,Negative,0
HH035,effluent,Necator,E4,NA,NA,Negative,0
HH035,effluent,No Template Control,E5,NA,NA,Negative,0
HH035,effluent,Norovirus GI,E6,NA,NA,Negative,0
HH035,effluent,Norovirus GII,F1,NA,NA,Negative,0
HH035,effluent,Rotavirus A,F2,34.17,0.74,Positive,1
HH035,effluent,STEC,F3,NA,NA,Negative,0
HH035,effluent,Salmonella,F4,NA,NA,Negative,0
HH035,effluent,Sapovirus,F5,NA,NA,Negative,0
HH035,effluent,Shigella,F6,NA,NA,Negative,0
HH035,effluent,Sketa22,G1,NA,NA,Negative,0
HH035,effluent,Spiked_Extraction_Control,G2,NA,NA,Negative,0
HH035,effluent,Strongyloides,G3,NA,NA,Negative,0
HH035,effluent,Trichuris,G4,NA,NA,Negative,0
HH035,effluent,Vibrio cholerae,G5,30.68,0.45,Positive,1
HH035,effluent,Yersinia enterocolitica,G6,NA,NA,Equivocal,0
HH035,effluent,blaCTX-M,H1,NA,NA,Negative,0
HH035,effluent,blaNDM,H2,NA,NA,Negative,0
HH035,effluent,mecA,H3,NA,NA,Equivocal,0
HH035,effluent,qnrS,H4,30.83,0.21,Positive,1
HH035,effluent,sul1,H5,NA,NA,Negative,0
HH035,effluent,tetA,H6,NA,NA,Negative,0
HH035,produce,Adenovirus 40/41,A1,NA,NA,Negative,0
HH035,produce,Aeromonas,A2,28.11,0.23,Positive,1
HH035,produce,Ancylostoma,A3,NA,NA,Negative,0
HH035,produce,Ascaris,A4,NA,NA,Negative,0
HH035,produce,Astrovirus,A5,33.1,0.24,Positive,1
HH035,produce,BacHum,A6,NA,NA,Negative,0
HH035,produce,Bacteroides fragilis,B1,30.53,0.56,Positive,1
HH035,produce,Blastocystis,B2,NA,NA,Equivocal,0
HH035,produce,Campylobacter,B3,NA,NA,Negative,0
HH035,produce,Clostridium difficile,B4,NA,NA,Negative,0
HH035,produce,CrAssphage,B5,NA,NA,Negative,0
HH035,produce,Cryptosporidium,B6,26.88,0.42,Positive,1
HH035,produce,Cyclospora,C1,29.67,0.48,Positive,1
HH035,produce,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH035,produce,E. coli O157,C3,NA,NA,Negative,0
HH035,produce,EAEC,C4,NA,NA,Negative,0
HH035,produce,EPEC,C5,NA,NA,Negative,0
HH035,produce,ETEC,C6,NA,NA,Negative,0
HH035,produce,Entamoeba histolytica,D1,NA,NA,Negative,0
HH035,produce,Enterovirus,D2,NA,NA,Negative,0
HH035,produce,Giardia,D3,NA,NA,Equivocal,0
HH035,produce,HF183,D4,NA,NA,Negative,0
HH035,produce,Helicobacter pylori,D5,NA,NA,Negative,0
HH035,produce,Hepatitis A,D6,NA,NA,Negative,0
HH035,produce,Hepatitis E,E1,NA,NA,Negative,0
HH035,produce,Listeria monocytogenes,E2,NA,NA,Negative,0
HH035,produce,MS2,E3,NA,NA,Negative,0
HH035,produce,Necator,E4,NA,NA,Negative,0
HH035,produce,No Template Control,E5,NA,NA,Negative,0
HH035,produce,Norovirus GI,E6,NA,NA,Equivocal,0
HH035,produce,Norovirus GII,F1,28.39,0.55,Positive,1
HH035,produce,Rotavirus A,F2,29.58,0.6,Positive,1
HH035,produce,STEC,F3,30.24,0.75,Positive,1
HH035,produce,Salmonella,F4,31.98,0.32,Positive,1
HH035,produce,Sapovirus,F5,NA,NA,Equivocal,0
HH035,produce,Shigella,F6,NA,NA,Negative,0
HH035,produce,Sketa22,G1,NA,NA,Negative,0
HH035,produce,Spiked_Extraction_Control,G2,NA,NA,Negative,0
HH035,produce,Strongyloides,G3,NA,NA,Negative,0
HH035,produce,Trichuris,G4,21.69,0.97,Positive,1
HH035,produce,Vibrio cholerae,G5,25.5,0.27,Positive,1
HH035,produce,Yersinia enterocolitica,G6,NA,NA,Negative,0
HH035,produce,blaCTX-M,H1,NA,NA,Negative,0
HH035,produce,blaNDM,H2,NA,NA,Negative,0
HH035,produce,mecA,H3,NA,NA,Negative,0
HH035,produce,qnrS,H4,27.41,0.58,Positive,1
HH035,produce,sul1,H5,NA,NA,Negative,0
HH035,produce,tetA,H6,29.7,0.17,Positive,1
HH036,compost,Adenovirus 40/41,A1,27.33,0.46,Positive,1
HH036,compost,Aeromonas,A2,NA,NA,Negative,0
HH036,compost,Ancylostoma,A3,NA,NA,Negative,0
HH036,compost,Ascaris,A4,33.27,0.84,Positive,1
HH036,compost,Astrovirus,A5,NA,NA,Negative,0
HH036,compost,BacHum,A6,NA,NA,Negative,0
HH036,compost,Bacteroides fragilis,B1,24.76,0.52,Positive,1
HH036,compost,Blastocystis,B2,21.62,0.52,Positive,1
HH036,compost,Campylobacter,B3,28.18,0.88,Positive,1
HH036,compost,Clostridium difficile,B4,NA,NA,Negative,0
HH036,compost,CrAssphage,B5,NA,NA,Negative,0
HH036,compost,Cryptosporidium,B6,NA,NA,Equivocal,0
HH036,compost,Cyclospora,C1,NA,NA,Negative,0
HH036,compost,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH036,compost,E. coli O157,C3,NA,NA,Negative,0
HH036,compost,EAEC,C4,22.68,0.53,Positive,1
HH036,compost,EPEC,C5,34.42,0.11,Positive,1
HH036,compost,ETEC,C6,NA,NA,Negative,0
HH036,compost,Entamoeba histolytica,D1,NA,NA,Negative,0
HH036,compost,Enterovirus,D2,25.6,0.42,Positive,1
HH036,compost,Giardia,D3,NA,NA,Negative,0
HH036,compost,HF183,D4,NA,NA,Negative,0
HH036,compost,Helicobacter pylori,D5,NA,NA,Negative,0
HH036,compost,Hepatitis A,D6,NA,NA,Negative,0
HH036,compost,Hepatitis E,E1,NA,NA,Negative,0
HH036,compost,Listeria monocytogenes,E2,NA,NA,Equivocal,0
HH036,compost,MS2,E3,30.58,0.5,Positive,1
HH036,compost,Necator,E4,NA,NA,Negative,0
HH036,compost,No Template Control,E5,NA,NA,Equivocal,0
HH036,compost,Norovirus GI,E6,NA,NA,Equivocal,0
HH036,compost,Norovirus GII,F1,25.56,0.64,Positive,1
HH036,compost,Rotavirus A,F2,23.26,0.24,Positive,1
HH036,compost,STEC,F3,30.94,0.44,Positive,1
HH036,compost,Salmonella,F4,32.77,0.63,Positive,1
HH036,compost,Sapovirus,F5,NA,NA,Negative,0
HH036,compost,Shigella,F6,NA,NA,Negative,0
HH036,compost,Sketa22,G1,NA,NA,Negative,0
HH036,compost,Spiked_Extraction_Control,G2,NA,NA,Negative,0
HH036,compost,Strongyloides,G3,34.1,0.47,Positive,1
HH036,compost,Trichuris,G4,NA,NA,Negative,0
HH036,compost,Vibrio cholerae,G5,26.51,0.43,Positive,1
HH036,compost,Yersinia enterocolitica,G6,NA,NA,Negative,0
HH036,compost,blaCTX-M,H1,28.3,0.34,Positive,1
HH036,compost,blaNDM,H2,NA,NA,Negative,0
HH036,compost,mecA,H3,NA,NA,Negative,0
HH036,compost,qnrS,H4,NA,NA,Negative,0
HH036,compost,sul1,H5,NA,NA,Negative,0
HH036,compost,tetA,H6,NA,NA,Negative,0
HH036,effluent,Adenovirus 40/41,A1,NA,NA,Negative,0
HH036,effluent,Aeromonas,A2,NA,NA,Negative,0
HH036,effluent,Ancylostoma,A3,NA,NA,Negative,0
HH036,effluent,Ascaris,A4,NA,NA,Negative,0
HH036,effluent,Astrovirus,A5,25.96,0.68,Positive,1
HH036,effluent,BacHum,A6,NA,NA,Negative,0
HH036,effluent,Bacteroides fragilis,B1,26.45,0.68,Positive,1
HH036,effluent,Blastocystis,B2,26.09,0.16,Positive,1
HH036,effluent,Campylobacter,B3,29.06,0.2,Positive,1
HH036,effluent,Clostridium difficile,B4,NA,NA,Negative,0
HH036,effluent,CrAssphage,B5,NA,NA,Negative,0
HH036,effluent,Cryptosporidium,B6,21.05,0.74,Positive,1
HH036,effluent,Cyclospora,C1,NA,NA,Negative,0
HH036,effluent,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH036,effluent,E. coli O157,C3,26.74,0.8,Positive,1
HH036,effluent,EAEC,C4,28.41,0.39,Positive,1
HH036,effluent,EPEC,C5,NA,NA,Negative,0
HH036,effluent,ETEC,C6,NA,NA,Negative,0
HH036,effluent,Entamoeba histolytica,D1,NA,NA,Equivocal,0
HH036,effluent,Enterovirus,D2,32.8,0.87,Positive,1
HH036,effluent,Giardia,D3,NA,NA,Negative,0
HH036,effluent,HF183,D4,NA,NA,Negative,0
HH036,effluent,Helicobacter pylori,D5,NA,NA,Negative,0
HH036,effluent,Hepatitis A,D6,23.82,0.37,Positive,1
HH036,effluent,Hepatitis E,E1,NA,NA,Negative,0
HH036,effluent,Listeria monocytogenes,E2,NA,NA,Negative,0
HH036,effluent,MS2,E3,NA,NA,Negative,0
HH036,effluent,Necator,E4,NA,NA,Negative,0
HH036,effluent,No Template Control,E5,NA,NA,Negative,0
HH036,effluent,Norovirus GI,E6,26.98,0.45,Positive,1
HH036,effluent,Norovirus GII,F1,NA,NA,Negative,0
HH036,effluent,Rotavirus A,F2,NA,NA,Negative,0
HH036,effluent,STEC,F3,22.24,0.24,Positive,1
HH036,effluent,Salmonella,F4,28.19,0.31,Positive,1
HH036,effluent,Sapovirus,F5,NA,NA,Negative,0
HH036,effluent,Shigella,F6,NA,NA,Negative,0
HH036,effluent,Sketa22,G1,NA,NA,Negative,0
HH036,effluent,Spiked_Extraction_Control,G2,NA,NA,Negative,0
HH036,effluent,Strongyloides,G3,23.17,0.62,Positive,1
HH036,effluent,Trichuris,G4,NA,NA,Negative,0
HH036,effluent,Vibrio cholerae,G5,NA,NA,Negative,0
HH036,effluent,Yersinia enterocolitica,G6,NA,NA,Negative,0
HH036,effluent,blaCTX-M,H1,NA,NA,Equivocal,0
HH036,effluent,blaNDM,H2,31.58,0.89,Positive,1
HH036,effluent,mecA,H3,NA,NA,Equivocal,0
HH036,effluent,qnrS,H4,27.36,0.35,Positive,1
HH036,effluent,sul1,H5,NA,NA,Negative,0
HH036,effluent,tetA,H6,NA,NA,Negative,0
HH036,produce,Adenovirus 40/41,A1,NA,NA,Equivocal,0
HH036,produce,Aeromonas,A2,NA,NA,Negative,0
HH036,produce,Ancylostoma,A3,NA,NA,Negative,0
HH036,produce,Ascaris,A4,NA,NA,Negative,0
HH036,produce,Astrovirus,A5,NA,NA,Negative,0
HH036,produce,BacHum,A6,NA,NA,Negative,0
HH036,produce,Bacteroides fragilis,B1,NA,NA,Negative,0
HH036,produce,Blastocystis,B2,20.15,0.7,Positive,1
HH036,produce,Campylobacter,B3,20.13,0.33,Positive,1
HH036,produce,Clostridium difficile,B4,NA,NA,Negative,0
HH036,produce,CrAssphage,B5,NA,NA,Negative,0
HH036,produce,Cryptosporidium,B6,33.78,0.77,Positive,1
HH036,produce,Cyclospora,C1,NA,NA,Negative,0
HH036,produce,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH036,produce,E. coli O157,C3,NA,NA,Negative,0
HH036,produce,EAEC,C4,26.79,0.34,Positive,1
HH036,produce,EPEC,C5,23.87,0.76,Positive,1
HH036,produce,ETEC,C6,NA,NA,Negative,0
HH036,produce,Entamoeba histolytica,D1,NA,NA,Negative,0
HH036,produce,Enterovirus,D2,NA,NA,Negative,0
HH036,produce,Giardia,D3,NA,NA,Negative,0
HH036,produce,HF183,D4,NA,NA,Negative,0
HH036,produce,Helicobacter pylori,D5,NA,NA,Negative,0
HH036,produce,Hepatitis A,D6,NA,NA,Negative,0
HH036,produce,Hepatitis E,E1,NA,NA,Negative,0
HH036,produce,Listeria monocytogenes,E2,NA,NA,Negative,0
HH036,produce,MS2,E3,NA,NA,Negative,0
HH036,produce,Necator,E4,NA,NA,Negative,0
HH036,produce,No Template Control,E5,NA,NA,Negative,0
HH036,produce,Norovirus GI,E6,22.25,0.32,Positive,1
HH036,produce,Norovirus GII,F1,NA,NA,Negative,0
HH036,produce,Rotavirus A,F2,31.1,0.43,Positive,1
HH036,produce,STEC,F3,32.09,0.67,Positive,1
HH036,produce,Salmonella,F4,34.57,0.48,Positive,1
HH036,produce,Sapovirus,F5,NA,NA,Negative,0
HH036,produce,Shigella,F6,31.69,0.23,Positive,1
HH036,produce,Sketa22,G1,NA,NA,Negative,0
HH036,produce,Spiked_Extraction_Control,G2,NA,NA,Negative,0
HH036,produce,Strongyloides,G3,27.05,0.69,Positive,1
HH036,produce,Trichuris,G4,NA,NA,Negative,0
HH036,produce,Vibrio cholerae,G5,32.63,0.43,Positive,1
HH036,produce,Yersinia enterocolitica,G6,NA,NA,Negative,0
HH036,produce,blaCTX-M,H1,23.48,0.93,Positive,1
HH036,produce,blaNDM,H2,31.09,0.33,Positive,1
HH036,produce,mecA,H3,NA,NA,Negative,0
HH036,produce,qnrS,H4,31.31,0.36,Positive,1
HH036,produce,sul1,H5,25.7,0.11,Positive,1
HH036,produce,tetA,H6,NA,NA,Negative,0
HH037,compost,Adenovirus 40/41,A1,NA,NA,Equivocal,0
HH037,compost,Aeromonas,A2,NA,NA,Negative,0
HH037,compost,Ancylostoma,A3,NA,NA,Negative,0
HH037,compost,Ascaris,A4,NA,NA,Negative,0
HH037,compost,Astrovirus,A5,NA,NA,Negative,0
HH037,compost,BacHum,A6,NA,NA,Negative,0
HH037,compost,Bacteroides fragilis,B1,NA,NA,Equivocal,0
HH037,compost,Blastocystis,B2,32.38,0.53,Positive,1
HH037,compost,Campylobacter,B3,NA,NA,Negative,0
HH037,compost,Clostridium difficile,B4,NA,NA,Equivocal,0
HH037,compost,CrAssphage,B5,NA,NA,Negative,0
HH037,compost,Cryptosporidium,B6,NA,NA,Negative,0
HH037,compost,Cyclospora,C1,NA,NA,Negative,0
HH037,compost,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH037,compost,E. coli O157,C3,NA,NA,Negative,0
HH037,compost,EAEC,C4,NA,NA,Negative,0
HH037,compost,EPEC,C5,NA,NA,Equivocal,0
HH037,compost,ETEC,C6,NA,NA,Negative,0
HH037,compost,Entamoeba histolytica,D1,NA,NA,Negative,0
HH037,compost,Enterovirus,D2,NA,NA,Negative,0
HH037,compost,Giardia,D3,30.87,0.65,Positive,1
HH037,compost,HF183,D4,NA,NA,Negative,0
HH037,compost,Helicobacter pylori,D5,NA,NA,Equivocal,0
HH037,compost,Hepatitis A,D6,27.48,0.52,Positive,1
HH037,compost,Hepatitis E,E1,NA,NA,Negative,0
HH037,compost,Listeria monocytogenes,E2,NA,NA,Negative,0
HH037,compost,MS2,E3,NA,NA,Negative,0
HH037,compost,Necator,E4,23.02,0.85,Positive,1
HH037,compost,No Template Control,E5,NA,NA,Negative,0
HH037,compost,Norovirus GI,E6,32.4,0.15,Positive,1
HH037,compost,Norovirus GII,F1,NA,NA,Equivocal,0
HH037,compost,Rotavirus A,F2,28.75,0.36,Positive,1
HH037,compost,STEC,F3,31.54,0.53,Positive,1
HH037,compost,Salmonella,F4,NA,NA,Negative,0
HH037,compost,Sapovirus,F5,NA,NA,Negative,0
HH037,compost,Shigella,F6,NA,NA,Negative,0
HH037,compost,Sketa22,G1,NA,NA,Negative,0
HH037,compost,Spiked_Extraction_Control,G2,NA,NA,Negative,0
HH037,compost,Strongyloides,G3,NA,NA,Negative,0
HH037,compost,Trichuris,G4,32.98,0.31,Positive,1
HH037,compost,Vibrio cholerae,G5,33.54,0.48,Positive,1
HH037,compost,Yersinia enterocolitica,G6,NA,NA,Negative,0
HH037,compost,blaCTX-M,H1,25.28,0.25,Positive,1
HH037,compost,blaNDM,H2,NA,NA,Negative,0
HH037,compost,mecA,H3,NA,NA,Negative,0
HH037,compost,qnrS,H4,NA,NA,Negative,0
HH037,compost,sul1,H5,NA,NA,Equivocal,0
HH037,compost,tetA,H6,NA,NA,Negative,0
HH037,effluent,Adenovirus 40/41,A1,NA,NA,Negative,0
HH037,effluent,Aeromonas,A2,NA,NA,Negative,0
HH037,effluent,Ancylostoma,A3,NA,NA,Negative,0
HH037,effluent,Ascaris,A4,NA,NA,Negative,0
HH037,effluent,Astrovirus,A5,NA,NA,Equivocal,0
HH037,effluent,BacHum,A6,NA,NA,Equivocal,0
HH037,effluent,Bacteroides fragilis,B1,26.63,0.39,Positive,1
HH037,effluent,Blastocystis,B2,34.43,0.14,Positive,1
HH037,effluent,Campylobacter,B3,NA,NA,Negative,0
HH037,effluent,Clostridium difficile,B4,28.48,0.88,Positive,1
HH037,effluent,CrAssphage,B5,NA,NA,Negative,0
HH037,effluent,Cryptosporidium,B6,NA,NA,Negative,0
HH037,effluent,Cyclospora,C1,NA,NA,Negative,0
HH037,effluent,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH037,effluent,E. coli O157,C3,29.66,0.67,Positive,1
HH037,effluent,EAEC,C4,23.7,1,Positive,1
HH037,effluent,EPEC,C5,32.47,0.64,Positive,1
HH037,effluent,ETEC,C6,NA,NA,Equivocal,0
HH037,effluent,Entamoeba histolytica,D1,NA,NA,Negative,0
HH037,effluent,Enterovirus,D2,NA,NA,Negative,0
HH037,effluent,Giardia,D3,22.41,0.87,Positive,1
HH037,effluent,HF183,D4,NA,NA,Negative,0
HH037,effluent,Helicobacter pylori,D5,NA,NA,Negative,0
HH037,effluent,Hepatitis A,D6,NA,NA,Negative,0
HH037,effluent,Hepatitis E,E1,NA,NA,Negative,0
HH037,effluent,Listeria monocytogenes,E2,NA,NA,Negative,0
HH037,effluent,MS2,E3,26.49,0.8,Positive,1
HH037,effluent,Necator,E4,NA,NA,Negative,0
HH037,effluent,No Template Control,E5,NA,NA,Negative,0
HH037,effluent,Norovirus GI,E6,25.7,0.48,Positive,1
HH037,effluent,Norovirus GII,F1,32.27,0.72,Positive,1
HH037,effluent,Rotavirus A,F2,25.69,0.9,Positive,1
HH037,effluent,STEC,F3,21.54,0.61,Positive,1
HH037,effluent,Salmonella,F4,26.98,0.69,Positive,1
HH037,effluent,Sapovirus,F5,NA,NA,Negative,0
HH037,effluent,Shigella,F6,30.32,0.33,Positive,1
HH037,effluent,Sketa22,G1,NA,NA,Negative,0
HH037,effluent,Spiked_Extraction_Control,G2,NA,NA,Negative,0
HH037,effluent,Strongyloides,G3,NA,NA,Negative,0
HH037,effluent,Trichuris,G4,NA,NA,Negative,0
HH037,effluent,Vibrio cholerae,G5,29.21,0.42,Positive,1
HH037,effluent,Yersinia enterocolitica,G6,NA,NA,Negative,0
HH037,effluent,blaCTX-M,H1,NA,NA,Negative,0
HH037,effluent,blaNDM,H2,NA,NA,Negative,0
HH037,effluent,mecA,H3,NA,NA,Negative,0
HH037,effluent,qnrS,H4,21.23,0.35,Positive,1
HH037,effluent,sul1,H5,NA,NA,Negative,0
HH037,effluent,tetA,H6,NA,NA,Negative,0
HH037,produce,Adenovirus 40/41,A1,24.04,0.32,Positive,1
HH037,produce,Aeromonas,A2,NA,NA,Negative,0
HH037,produce,Ancylostoma,A3,NA,NA,Equivocal,0
HH037,produce,Ascaris,A4,34.44,0.87,Positive,1
HH037,produce,Astrovirus,A5,NA,NA,Equivocal,0
